prompt,img_reward_score,hpsv_reward_score,aesthetic_reward_score,clip_reward_score,img_path
A red colored car.,1.5760555267333984,0.293,3.5688271522521973,23.27752113342285,results/evals/sd_random_img_reward/0/max.png
A red colored car.,-0.1583823412656784,0.2812,3.5980210304260254,23.47772789001465,results/evals/sd_random_img_reward/0/baseline.png
A red colored car.,1.261378288269043,0.293,2.578948974609375,25.889474868774414,results/evals/sd_random_img_reward/0/14.png
A red colored car.,1.0659925937652588,0.29,3.3979029655456543,23.188440322875977,results/evals/sd_random_img_reward/0/13.png
A red colored car.,1.177204966545105,0.294,3.545079231262207,28.388792037963867,results/evals/sd_random_img_reward/0/12.png
A red colored car.,-0.1583823412656784,0.2812,3.5980210304260254,23.47772789001465,results/evals/sd_random_img_reward/0/0.png
A red colored car.,1.341679334640503,0.2935,3.399442195892334,24.848548889160156,results/evals/sd_random_img_reward/0/1.png
A red colored car.,1.2592018842697144,0.2893,3.6475911140441895,24.886932373046875,results/evals/sd_random_img_reward/0/2.png
A red colored car.,1.3788299560546875,0.2917,3.951415538787842,26.364500045776367,results/evals/sd_random_img_reward/0/6.png
A red colored car.,1.1463515758514404,0.2979,3.4628114700317383,26.784605026245117,results/evals/sd_random_img_reward/0/5.png
A red colored car.,1.4239317178726196,0.2932,3.7000207901000977,24.572811126708984,results/evals/sd_random_img_reward/0/11.png
A red colored car.,1.3428500890731812,0.292,3.4557266235351562,21.831315994262695,results/evals/sd_random_img_reward/0/10.png
A red colored car.,1.3291534185409546,0.2947,3.394996166229248,23.583141326904297,results/evals/sd_random_img_reward/0/3.png
A red colored car.,1.096224308013916,0.2908,3.7771239280700684,25.502487182617188,results/evals/sd_random_img_reward/0/4.png
A red colored car.,1.5760555267333984,0.293,3.5688271522521973,23.27752113342285,results/evals/sd_random_img_reward/0/8.png
A red colored car.,1.3250732421875,0.2925,4.017537593841553,27.33423614501953,results/evals/sd_random_img_reward/0/7.png
A red colored car.,1.4730695486068726,0.2932,3.441584587097168,25.946802139282227,results/evals/sd_random_img_reward/0/9.png
A red colored car.,1.3808344602584839,0.2908,3.6999645233154297,24.52024269104004,results/evals/sd_random_img_reward/0/15.png
A black colored car.,1.2594887018203735,0.295,3.3185973167419434,25.71435546875,results/evals/sd_random_img_reward/1/max.png
A black colored car.,0.6891383528709412,0.2979,3.466383934020996,23.498069763183594,results/evals/sd_random_img_reward/1/baseline.png
A black colored car.,0.8603035807609558,0.2979,3.54701566696167,25.411043167114258,results/evals/sd_random_img_reward/1/14.png
A black colored car.,0.9388210773468018,0.3008,3.4267044067382812,25.40329933166504,results/evals/sd_random_img_reward/1/13.png
A black colored car.,0.8075220584869385,0.292,3.2758007049560547,23.342748641967773,results/evals/sd_random_img_reward/1/12.png
A black colored car.,0.6891383528709412,0.2979,3.466383934020996,23.498069763183594,results/evals/sd_random_img_reward/1/0.png
A black colored car.,0.8012701869010925,0.2903,3.7801589965820312,25.263160705566406,results/evals/sd_random_img_reward/1/1.png
A black colored car.,0.9654683470726013,0.2866,3.2774109840393066,24.482257843017578,results/evals/sd_random_img_reward/1/2.png
A black colored car.,0.7316315174102783,0.2925,3.7314577102661133,26.17167854309082,results/evals/sd_random_img_reward/1/6.png
A black colored car.,1.0259186029434204,0.298,3.510230541229248,23.911773681640625,results/evals/sd_random_img_reward/1/5.png
A black colored car.,1.1284557580947876,0.2942,3.424327850341797,23.37016487121582,results/evals/sd_random_img_reward/1/11.png
A black colored car.,0.7118251919746399,0.296,4.041411876678467,23.887174606323242,results/evals/sd_random_img_reward/1/10.png
A black colored car.,0.9989808201789856,0.2886,3.3948612213134766,24.186965942382812,results/evals/sd_random_img_reward/1/3.png
A black colored car.,1.2674463987350464,0.2964,3.6387758255004883,22.32720947265625,results/evals/sd_random_img_reward/1/4.png
A black colored car.,0.969174325466156,0.3035,4.179278373718262,26.99347686767578,results/evals/sd_random_img_reward/1/8.png
A black colored car.,0.9788064360618591,0.3057,3.305298328399658,25.818273544311523,results/evals/sd_random_img_reward/1/7.png
A black colored car.,1.0766242742538452,0.3005,3.808192729949951,25.692432403564453,results/evals/sd_random_img_reward/1/9.png
A black colored car.,1.2594887018203735,0.295,3.3185973167419434,25.71435546875,results/evals/sd_random_img_reward/1/15.png
A pink colored car.,1.8873822689056396,0.2886,3.6541390419006348,29.27428436279297,results/evals/sd_random_img_reward/2/max.png
A pink colored car.,1.589053988456726,0.299,3.784238815307617,28.73574447631836,results/evals/sd_random_img_reward/2/baseline.png
A pink colored car.,1.7926669120788574,0.2874,3.1174073219299316,28.038105010986328,results/evals/sd_random_img_reward/2/14.png
A pink colored car.,1.8458936214447021,0.295,3.4716291427612305,28.24460792541504,results/evals/sd_random_img_reward/2/13.png
A pink colored car.,1.8687783479690552,0.2986,3.7657828330993652,29.171886444091797,results/evals/sd_random_img_reward/2/12.png
A pink colored car.,1.589053988456726,0.299,3.784238815307617,28.73574447631836,results/evals/sd_random_img_reward/2/0.png
A pink colored car.,1.8321397304534912,0.2922,3.6287283897399902,30.428022384643555,results/evals/sd_random_img_reward/2/1.png
A pink colored car.,1.8758295774459839,0.2893,3.5046749114990234,28.5461368560791,results/evals/sd_random_img_reward/2/2.png
A pink colored car.,1.8554823398590088,0.2964,3.6054062843322754,29.648483276367188,results/evals/sd_random_img_reward/2/6.png
A pink colored car.,1.858170509338379,0.292,3.37046480178833,29.603946685791016,results/evals/sd_random_img_reward/2/5.png
A pink colored car.,1.8873822689056396,0.2886,3.6541390419006348,29.27428436279297,results/evals/sd_random_img_reward/2/11.png
A pink colored car.,1.8725314140319824,0.2908,3.6666035652160645,30.33885955810547,results/evals/sd_random_img_reward/2/10.png
A pink colored car.,1.8812593221664429,0.2935,3.7121529579162598,29.12716293334961,results/evals/sd_random_img_reward/2/3.png
A pink colored car.,1.834620475769043,0.295,3.1856842041015625,27.78435707092285,results/evals/sd_random_img_reward/2/4.png
A pink colored car.,1.8362630605697632,0.2915,3.816211223602295,29.127025604248047,results/evals/sd_random_img_reward/2/8.png
A pink colored car.,1.8531084060668945,0.2937,3.7664175033569336,30.125213623046875,results/evals/sd_random_img_reward/2/7.png
A pink colored car.,1.8642001152038574,0.3025,3.8605566024780273,29.233407974243164,results/evals/sd_random_img_reward/2/9.png
A pink colored car.,1.8734118938446045,0.2957,3.1839542388916016,28.70547866821289,results/evals/sd_random_img_reward/2/15.png
A black colored dog.,1.4490647315979004,0.3,3.638725757598877,26.435338973999023,results/evals/sd_random_img_reward/3/max.png
A black colored dog.,0.14853455126285553,0.2773,4.059067249298096,20.752979278564453,results/evals/sd_random_img_reward/3/baseline.png
A black colored dog.,1.0316344499588013,0.299,3.7650113105773926,25.087047576904297,results/evals/sd_random_img_reward/3/14.png
A black colored dog.,1.3104676008224487,0.2888,3.7951369285583496,24.52464485168457,results/evals/sd_random_img_reward/3/13.png
A black colored dog.,1.3427486419677734,0.2878,3.288149356842041,26.769929885864258,results/evals/sd_random_img_reward/3/12.png
A black colored dog.,0.14853455126285553,0.2773,4.059067249298096,20.752979278564453,results/evals/sd_random_img_reward/3/0.png
A black colored dog.,1.3014631271362305,0.292,3.4466123580932617,25.64796257019043,results/evals/sd_random_img_reward/3/1.png
A black colored dog.,1.0656260251998901,0.2854,3.5844693183898926,23.414403915405273,results/evals/sd_random_img_reward/3/2.png
A black colored dog.,1.1880849599838257,0.2905,3.8490538597106934,24.801925659179688,results/evals/sd_random_img_reward/3/6.png
A black colored dog.,1.2909901142120361,0.2942,4.082448959350586,24.457487106323242,results/evals/sd_random_img_reward/3/5.png
A black colored dog.,1.4490647315979004,0.3,3.638725757598877,26.435338973999023,results/evals/sd_random_img_reward/3/11.png
