prompt,img_reward_score,hpsv_reward_score,aesthetic_reward_score,clip_reward_score,img_path
A red colored car.,1.8095786571502686,0.2937,3.6917223930358887,27.605077743530273,results/evals/sd_cosyne_img_reward/0/max.png
A red colored car.,0.8388095498085022,0.2805,3.353107452392578,22.79432487487793,results/evals/sd_cosyne_img_reward/0/baseline.png
A red colored car.,1.6625183820724487,0.2964,3.646909713745117,26.455575942993164,results/evals/sd_cosyne_img_reward/0/14.png
A red colored car.,1.725148320198059,0.2966,3.6222968101501465,26.142057418823242,results/evals/sd_cosyne_img_reward/0/20.png
A red colored car.,1.6725202798843384,0.2976,3.6929726600646973,24.764524459838867,results/evals/sd_cosyne_img_reward/0/16.png
A red colored car.,1.5686415433883667,0.295,3.543172836303711,23.74588394165039,results/evals/sd_cosyne_img_reward/0/13.png
A red colored car.,1.598144292831421,0.2932,3.773155689239502,25.91381072998047,results/evals/sd_cosyne_img_reward/0/12.png
A red colored car.,1.7891030311584473,0.2944,3.7576260566711426,25.743371963500977,results/evals/sd_cosyne_img_reward/0/23.png
A red colored car.,0.8388095498085022,0.2805,3.353107452392578,22.79432487487793,results/evals/sd_cosyne_img_reward/0/0.png
A red colored car.,1.3932104110717773,0.2932,3.662989616394043,26.213111877441406,results/evals/sd_cosyne_img_reward/0/1.png
A red colored car.,1.7002031803131104,0.2942,3.4940834045410156,25.915939331054688,results/evals/sd_cosyne_img_reward/0/19.png
A red colored car.,1.3990932703018188,0.291,3.4690661430358887,26.262941360473633,results/evals/sd_cosyne_img_reward/0/2.png
A red colored car.,1.5310896635055542,0.2927,3.7985177040100098,24.13505744934082,results/evals/sd_cosyne_img_reward/0/6.png
A red colored car.,1.5050384998321533,0.2947,3.777883529663086,26.94573974609375,results/evals/sd_cosyne_img_reward/0/5.png
A red colored car.,1.5195679664611816,0.2996,3.7514266967773438,26.282428741455078,results/evals/sd_cosyne_img_reward/0/11.png
A red colored car.,1.7480803728103638,0.2998,3.759308338165283,25.317733764648438,results/evals/sd_cosyne_img_reward/0/21.png
